time,treat,conversion
8256,control,0
8257,treatment,1
8257,treatment,0
8257,treatment,0
8257,treatment,0
8257,treatment,0
8258,control,0
8258,control,0
8260,control,0
8261,control,0
8261,treatment,0
8261,treatment,1
8262,treatment,0
8263,treatment,0
8263,treatment,0
8263,treatment,0
8263,control,0
8264,control,0
8264,treatment,0
8264,control,0
8265,treatment,0
8265,treatment,0
8267,control,0
8268,treatment,0
8269,treatment,0
8269,control,0
8269,treatment,0
8271,control,0
8272,control,1
8272,control,0
8272,control,0
8273,control,0
8273,control,0
8273,control,0
8275,control,0
8276,treatment,0
8276,control,0
8277,treatment,0
8277,control,0
8278,control,0
8278,control,1
8279,treatment,0
8280,treatment,0
8280,treatment,0
8281,treatment,0
8281,treatment,0
8281,control,0
8283,control,0
8285,treatment,0
8285,treatment,0
8286,treatment,0
8286,control,0
8287,control,0
8288,treatment,0
8289,treatment,0
8291,control,0
8291,control,0
8291,control,0
8292,treatment,0
8293,control,0
8293,treatment,0
8294,control,0
8296,control,0
8297,control,0
8298,control,0
8299,control,0
8299,treatment,0
8300,control,0
8300,control,0
8301,treatment,0
8301,control,0
8302,treatment,0
8303,control,0
8303,control,0
8303,treatment,0
8304,treatment,0
8304,control,0
8306,control,0
8307,treatment,0
8307,control,0
8307,control,0
8308,control,0
8309,control,0
8309,control,0
8310,treatment,0
8310,treatment,0
8311,treatment,0
8312,treatment,0
8313,treatment,0
8314,control,0
8314,control,0
8316,control,1
8317,treatment,0
8318,control,0
8319,treatment,0
8321,control,0
8321,control,0
8323,treatment,0
8323,control,0
8324,treatment,0
8327,treatment,0
8327,control,0
8328,control,0
8328,treatment,0
8328,treatment,0
8331,control,0
8332,control,0
8332,control,0
8332,control,0
8333,treatment,0
8333,treatment,0
8334,control,0
8334,treatment,0
8334,treatment,0
8334,control,0
8334,treatment,0
8336,treatment,0
8336,treatment,0
8336,control,1
8337,control,0
8337,control,0
8339,treatment,0
8340,control,0
8340,treatment,0
8341,control,0
8341,treatment,0
8342,control,0
8342,treatment,0
8342,control,0
8342,treatment,0
8343,treatment,0
8343,control,0
8347,control,0
8348,control,0
8349,control,0
8349,control,0
8349,treatment,0
8350,treatment,1
8351,treatment,0
8352,control,0
8353,treatment,0
8354,control,0
8354,control,0
8355,control,0
8357,treatment,0
8357,treatment,0
8359,control,0
8360,treatment,0
8360,control,0
8360,control,0
8361,control,0
8361,control,0
8362,treatment,0
8363,control,0
8363,treatment,0
8364,control,0
8364,control,0
8365,control,0
8365,treatment,1
8367,control,0
8367,treatment,0
8370,treatment,0
8370,control,0
8370,control,0
8371,control,0
8372,control,0
8372,control,0
8373,control,0
8374,treatment,0
8375,control,1
8375,control,0
8375,treatment,0
8375,control,0
8375,treatment,0
8376,control,0
8378,control,0
8379,control,0
8379,control,0
8381,control,0
8382,control,0
8382,control,0
8384,treatment,0
8384,control,0
8385,treatment,0
8386,control,0
8387,control,0
8387,control,1
8389,treatment,0
8390,control,0
8390,treatment,1
8392,treatment,0
8393,control,0
8394,control,0
8395,treatment,0
8396,treatment,0
8397,treatment,0
8398,treatment,0
8398,control,0
8400,control,0
8401,control,0
8401,control,0
8402,treatment,0
8402,control,1
8404,treatment,0
8407,treatment,0
8408,treatment,0
8409,treatment,0
8410,control,0
8411,treatment,0
8411,treatment,0
8412,control,0
8412,control,0
8413,treatment,0
8414,control,1
8415,control,0
8416,treatment,0
8418,treatment,0
8418,treatment,0
8418,control,0
8420,control,0
8420,treatment,0
8421,treatment,0
8423,treatment,0
8423,treatment,0
8424,control,0
8425,treatment,0
8426,control,0
8427,treatment,0
8427,control,0
8428,control,0
8429,control,1
8430,treatment,0
8430,treatment,0
8430,control,0
8431,treatment,0
8432,treatment,1
8432,treatment,0
8433,treatment,0
8435,treatment,0
8435,treatment,0
8436,control,1
8436,control,0
8436,control,0
8438,treatment,0
8439,control,0
8439,treatment,0
8440,treatment,0
8440,control,0
8441,treatment,0
8442,control,0
8442,treatment,0
8443,treatment,0
8443,control,0
8443,control,0
8444,treatment,0
8444,treatment,0
8444,treatment,0
8445,control,0
8446,treatment,0
8447,control,0
8448,control,0
8448,control,0
8448,control,0
8449,control,0
8450,treatment,0
8450,treatment,0
8450,treatment,0
8451,treatment,0
8452,control,0
8452,control,0
8453,control,0
8454,control,0
8454,treatment,0
8455,control,0
8455,control,0
8456,control,0
8457,treatment,0
8457,treatment,0
8457,treatment,0
8460,treatment,0
8461,treatment,0
8462,control,0
8463,treatment,1
8464,control,0
8464,control,0
8465,treatment,0
8466,control,0
8466,control,0
8467,control,0
8467,control,0
8468,control,0
8468,treatment,1
8470,control,0
8470,treatment,0
8470,treatment,0
8471,treatment,0
8471,treatment,0
8471,control,0
8472,control,0
8472,treatment,0
8473,treatment,0
8473,control,1
8475,control,0
8478,control,0
8481,control,0
8485,treatment,0
8485,control,0
8485,control,0
8486,treatment,0
8489,treatment,0
8490,control,0
8490,control,0
8497,treatment,0
8498,control,0
8499,treatment,0
8500,control,0
8500,treatment,0
8500,treatment,0
8501,treatment,0
8504,control,0
8504,treatment,0
8504,control,0
8507,treatment,0
8508,control,0
8508,control,0
8511,control,0
8512,control,0
8512,control,1
8513,treatment,0
8513,treatment,0
8514,control,0
8515,control,0
8516,treatment,0
8516,treatment,0
8516,control,0
8516,control,0
8519,control,0
8519,treatment,0
8519,treatment,0
8520,treatment,0
8521,treatment,0
8521,control,0
8522,treatment,0
8522,control,0
8522,treatment,0
8524,control,0
8524,control,0
8524,control,0
8524,control,0
8524,control,0
8526,treatment,0
8526,control,0
8528,control,0
8530,control,0
8531,control,0
8531,control,0
8533,treatment,0
8533,control,0
8534,control,0
8534,treatment,0
8537,treatment,0
8538,control,0
8539,treatment,1
8539,treatment,0
8539,control,0
8540,treatment,0
8541,control,0
8541,treatment,0
8542,treatment,0
8546,control,0
8549,treatment,0
8550,control,0
8550,treatment,0
8555,control,0
8555,treatment,0
8557,control,0
8558,treatment,0
8559,control,0
8560,treatment,0
8560,control,0
8561,control,0
8561,treatment,0
8562,treatment,0
8562,control,0
8562,treatment,0
8562,control,0
8562,control,0
8563,control,0
8563,treatment,0
8564,control,0
8564,treatment,0
8565,control,0
8566,control,1
8569,treatment,0
8569,control,0
8569,treatment,0
8570,control,0
8571,control,0
8572,treatment,0
8572,control,0
8572,treatment,0
8573,control,0
8575,treatment,0
8575,treatment,0
8576,treatment,0
8577,treatment,0
8578,treatment,0
8578,treatment,0
8578,control,0
8578,treatment,0
8579,treatment,0
8581,control,0
8582,control,0
8582,treatment,0
8584,treatment,1
8585,control,0
8585,treatment,0
8590,treatment,0
8591,treatment,0
8592,control,0
8593,treatment,0
8593,treatment,0
8594,treatment,0
8594,control,0
8594,treatment,0
8594,treatment,0
8595,treatment,0
8596,treatment,0
8596,treatment,0
8596,control,0
8596,control,0
8597,treatment,0
8601,treatment,0
8601,control,0
8603,control,0
8604,treatment,0
8604,control,0
8605,control,0
8605,control,0
8606,control,0
8608,control,0
8610,treatment,0
8610,control,0
8611,control,0
8611,treatment,0
8611,control,0
8612,control,0
8612,control,0
8616,control,0
8616,control,0
8619,control,0
8621,treatment,0
8622,treatment,0
8623,control,0
8628,treatment,0
8630,treatment,0
8630,treatment,0
8633,treatment,1
8633,treatment,1
8634,treatment,1
8638,control,0
8639,control,0
8641,control,0
8641,treatment,0
8642,control,0
8644,control,0
8644,control,0
8645,control,0
8647,control,0
8648,treatment,0
8649,control,0
8649,treatment,0
8650,treatment,0
8650,treatment,0
8652,treatment,0
8653,treatment,0
8656,control,0
8656,treatment,0
8656,treatment,0
8656,treatment,0
8657,control,0
8657,control,0
8658,treatment,0
8660,control,0
8661,treatment,0
8662,control,0
8663,control,0
8665,treatment,0
8665,control,0
8666,control,0
8666,treatment,0
8667,control,1
8667,control,0
8668,treatment,0
8668,control,0
8670,treatment,1
8670,treatment,0
8671,treatment,0
8671,control,0
8671,treatment,0
8672,treatment,0
8672,control,0
8672,treatment,0
8673,treatment,0
8673,treatment,0
8674,control,0
8675,control,0
8675,control,0
8675,treatment,0
8676,control,0
8676,control,0
8677,treatment,0
8677,treatment,0
8677,treatment,0
8677,control,0
8678,treatment,0
8680,control,0
8680,control,0
8681,control,0
8681,control,0
8681,control,0
8682,control,0
8684,treatment,0
8684,control,0
8684,control,0
8685,treatment,0
8687,treatment,0
8689,control,0
8689,control,0
8690,control,0
8690,control,0
8691,treatment,0
8692,treatment,0
8692,treatment,0
8693,treatment,0
8695,treatment,0
8696,treatment,0
8697,treatment,0
8698,treatment,0
8698,treatment,0
8698,treatment,0
8698,treatment,0
8699,control,0
8699,control,0
8700,treatment,0
8700,treatment,0
8701,control,0
8701,treatment,0
8702,control,0
8703,control,0
8704,treatment,0
8705,treatment,0
8705,control,0
8705,control,0
8706,treatment,0
8706,treatment,1
8708,treatment,0
8711,treatment,0
8712,treatment,0
8712,treatment,0
8715,treatment,0
8716,control,0
8717,treatment,0
8717,control,0
8718,control,0
8719,control,0
8722,treatment,0
8723,control,0
8724,control,0
8724,control,0
8724,control,0
8724,treatment,0
8725,treatment,0
8726,treatment,0
8726,treatment,0
8728,control,0
8729,control,0
8730,control,0
8730,treatment,0
8730,control,0
8734,control,0
8734,control,0
8734,control,0
8734,control,0
8734,treatment,0
8736,treatment,0
8737,control,0
8737,control,0
8737,control,0
8738,control,0
8738,treatment,0
8739,control,0
8739,treatment,0
8740,control,0
8740,control,0
8741,control,0
8744,treatment,0
8745,control,0
8746,control,0
8746,control,0
8748,treatment,0
8748,control,0
8750,control,0
8750,treatment,0
8750,control,0
8751,treatment,0
8753,treatment,0
8753,treatment,0
8754,treatment,0
8755,control,0
8756,control,0
8758,control,0
8758,control,0
8758,treatment,0
8758,control,1
8759,control,0
8762,control,0
8762,control,0
8762,control,0
8763,control,0
8763,control,0
8765,treatment,0
8766,control,0
8766,treatment,0
8766,treatment,0
8766,treatment,0
8767,treatment,0
8768,control,0
8768,control,0
8768,treatment,0
8769,control,0
8770,treatment,0
8770,control,0
8772,treatment,0
8773,control,0
8773,control,0
8774,control,0
8774,control,0
8774,treatment,0
8775,control,0
8775,control,0
8775,control,0
8775,control,0
8776,control,0
8777,treatment,0
8777,control,0
8778,control,0
8779,control,0
8779,treatment,0
8780,control,0
8780,control,0
8780,control,0
8781,treatment,0
8782,treatment,0
8783,control,0
8786,treatment,0
8786,treatment,0
8788,treatment,0
8789,control,0
8790,treatment,0
8791,control,0
8791,control,0
8791,treatment,0
8792,control,0
8792,control,0
8792,treatment,0
8793,treatment,0
8794,control,0
8796,control,0
8797,treatment,0
8797,treatment,0
8797,control,0
8797,control,0
8797,treatment,0
8799,treatment,0
8799,control,0
8799,control,0
8800,control,0
8801,treatment,0
8802,control,0
8803,control,0
8804,control,0
8804,control,0
8804,control,0
8804,treatment,0
8807,treatment,0
8808,control,0
8811,treatment,0
8812,treatment,0
8812,control,0
8813,control,0
8815,control,0
8815,treatment,0
8816,control,0
8816,treatment,0
8816,treatment,0
8816,control,0
8816,control,0
8817,treatment,1
8818,control,0
8818,control,1
8819,treatment,0
8819,control,0
8819,control,0
8820,control,0
8821,control,0
8822,treatment,0
8822,treatment,0
8824,control,0
8824,control,0
8826,control,0
8827,treatment,0
8828,control,0
8828,control,0
8830,control,0
8830,treatment,0
8830,control,0
8830,treatment,0
8832,control,0
8832,control,0
8833,treatment,0
8833,control,0
8833,control,0
8833,treatment,0
8835,treatment,0
8835,treatment,0
8836,control,1
8837,treatment,0
8839,treatment,0
8839,treatment,0
8840,treatment,0
8842,control,0
8844,treatment,0
8845,treatment,0
8846,treatment,0
8847,treatment,0
8847,control,0
8848,control,0
8849,control,0
8850,control,1
8851,control,0
8853,treatment,0
8855,control,1
8856,control,0
8857,treatment,1
8858,treatment,0
8858,treatment,0
8858,control,0
8859,treatment,0
8860,treatment,0
8861,treatment,0
8863,treatment,0
8863,control,0
8864,control,0
8864,treatment,0
8866,control,0
8868,treatment,1
8868,treatment,0
8869,control,0
8869,control,0
8870,control,0
8871,treatment,0
8872,control,1
8873,treatment,0
8874,control,0
8875,treatment,0
8875,control,0
8876,control,0
8876,control,0
8877,treatment,0
8877,control,0
8877,control,0
8877,control,0
8877,control,0
8877,treatment,0
8877,treatment,1
8877,treatment,0
8879,control,0
8881,treatment,0
8881,treatment,0
8881,control,0
8883,treatment,0
8885,control,0
8886,control,0
8886,treatment,0
8886,control,0
8886,control,0
8886,control,0
8887,treatment,1
8890,control,0
8890,treatment,0
8893,treatment,0
8894,treatment,0
8895,treatment,0
8896,control,0
8896,control,0
8897,treatment,0
8899,treatment,0
8899,treatment,0
8899,treatment,0
8901,treatment,0
8901,treatment,0
8901,control,0
8901,control,0
8902,control,0
8904,control,0
8904,treatment,0
8905,control,0
8907,treatment,0
8909,control,0
8909,treatment,1
8910,treatment,0
8913,treatment,0
8913,treatment,0
8914,treatment,0
8915,treatment,0
8915,treatment,0
8917,control,0
8917,treatment,0
8918,treatment,0
8918,control,1
8918,control,0
8918,control,0
8919,treatment,0
8919,treatment,0
8920,control,0
8920,treatment,0
8920,control,0
8920,control,0
8922,treatment,0
8924,treatment,0
8925,control,0
8925,control,0
8925,treatment,0
8925,control,0
8926,treatment,0
8926,control,0
8926,treatment,0
8927,treatment,0
8927,control,0
8928,control,0
8928,treatment,0
8929,control,0
8929,treatment,0
8929,treatment,0
8930,control,0
8930,control,0
8930,treatment,0
8930,treatment,0
8931,control,0
8931,control,0
8932,control,0
8932,control,0
8933,control,0
8934,treatment,0
8934,control,0
8934,treatment,0
8935,treatment,0
8935,control,0
8936,control,0
8936,treatment,0
8937,control,0
8937,treatment,0
8938,treatment,0
8939,control,0
8939,control,0
8940,control,0
8940,treatment,0
8940,treatment,0
8940,treatment,0
8941,treatment,0
8941,control,0
8941,treatment,0
8944,treatment,0
8944,treatment,0
8945,treatment,0
8945,control,0
8948,treatment,0
8950,control,0
8950,control,0
8950,treatment,0
8950,treatment,0
8952,control,0
8954,control,0
8955,treatment,0
8955,treatment,1
8955,control,0
8956,control,0
8956,control,0
8956,control,0
8956,treatment,0
8956,control,0
8957,treatment,0
8957,control,0
8959,treatment,0
8959,treatment,0
8960,control,0
8961,treatment,1
8961,treatment,0
8961,treatment,0
8962,control,0
8963,control,0
8963,control,0
8963,treatment,1
8963,treatment,0
8964,control,0
8965,treatment,0
8966,control,0
8966,treatment,0
8966,control,0
8967,treatment,0
8972,treatment,0
8972,control,0
8974,control,0
8976,control,0
8976,control,0
8976,treatment,0
8976,treatment,0
8976,control,0
8979,treatment,0
8980,treatment,0
8981,treatment,0
8981,control,0
8982,control,0
8982,control,0
8983,control,0
8983,treatment,0
8985,treatment,0
8985,control,0
8987,control,0
8988,treatment,0
8988,treatment,0
8990,treatment,0
8991,control,0
8993,treatment,0
8993,treatment,0
8994,control,0
8994,treatment,0
8995,treatment,0
8995,treatment,0
8996,control,0
8997,treatment,0
8998,control,0
8998,treatment,0
8998,control,0
8999,treatment,0
9000,treatment,0
9002,treatment,0
9004,treatment,0
9005,control,0
9006,treatment,0
9006,treatment,0
9006,treatment,0
9008,treatment,0
9009,treatment,0
9009,treatment,0
9009,control,0
9010,treatment,0
9010,treatment,0
9010,control,0
9011,treatment,0
9012,control,0
9012,control,0
9014,control,0
9014,control,0
9015,treatment,0
9016,control,0
9016,treatment,0
9016,control,0
9019,treatment,0
9019,treatment,0
9019,control,0
9021,control,0
9022,control,0
9027,treatment,0
9028,control,0
9030,control,0
9030,control,0
9030,control,0
9033,treatment,0
9033,treatment,0
9034,control,0
9034,treatment,0
9036,control,1
9036,treatment,0
9036,control,0
9038,control,0
9038,treatment,0
9039,control,0
9041,treatment,0
9041,control,0
9042,control,0
9042,control,0
9042,control,0
9044,treatment,0
9044,control,0
9044,treatment,0
9045,control,0
9047,control,0
9047,control,0
9048,treatment,0
9050,treatment,0
9051,control,0
9052,treatment,0
9052,treatment,0
9053,treatment,0
9054,control,1
9055,control,0
9058,treatment,0
9060,control,0
9061,treatment,0
9061,treatment,0
9062,control,0
9062,treatment,0
9062,control,0
9063,treatment,0
9063,control,0
9064,treatment,0
9065,treatment,0
9065,treatment,0
9066,control,0
9066,treatment,0
9066,treatment,0
9066,control,0
9067,control,0
9068,control,1
9068,control,0
9069,control,0
9070,treatment,0
9070,treatment,0
9070,control,0
9070,treatment,0
9071,treatment,0
9071,control,0
9072,treatment,0
9072,control,0
9073,control,0
9075,control,0
9075,control,0
9075,control,0
9076,control,0
9076,treatment,0
9076,treatment,0
9077,treatment,0
9077,treatment,0
9077,control,0
9078,treatment,0
9078,control,0
9080,treatment,0
9080,control,0
9083,control,0
9083,control,1
9086,treatment,0
9086,treatment,0
9086,treatment,0
9087,control,0
9087,control,0
9088,control,0
9089,treatment,0
9090,control,0
9090,treatment,0
9090,control,0
9092,control,0
9093,treatment,0
9093,treatment,0
9094,treatment,0
9095,control,0
9096,treatment,0
9096,treatment,0
9096,treatment,0
9097,control,0
9097,control,1
9098,treatment,0
9098,control,0
9101,treatment,0
9101,control,0
9101,treatment,0
9102,treatment,0
9102,control,0
9102,treatment,0
9103,control,0
9103,treatment,1
9103,control,0
9104,control,0
9104,treatment,0
9106,treatment,0
9106,treatment,0
9109,treatment,0
9110,treatment,0
9110,control,0
9111,treatment,0
9111,treatment,0
9111,control,0
9112,treatment,1
9113,control,1
9113,treatment,0
9113,treatment,0
9113,treatment,0
9113,control,0
9114,control,0
9116,control,0
9117,control,0
9117,control,0
9117,control,0
9117,control,0
9118,control,0
9118,control,0
9118,treatment,0
9118,control,0
9119,treatment,0
9119,treatment,0
9120,control,0
9120,control,0
9121,control,0
9122,control,0
9122,treatment,0
9122,treatment,0
9122,treatment,0
9122,treatment,0
9122,control,0
9123,control,0
9123,control,0
9124,control,0
9124,treatment,0
9124,control,0
9127,control,0
9127,control,0
9128,treatment,0
9129,control,0
9131,treatment,0
9131,treatment,0
9132,treatment,0
9133,control,0
9133,treatment,0
9133,control,0
9133,control,0
9134,treatment,0
9134,treatment,0
9136,control,0
9136,treatment,0
9137,treatment,0
9137,control,0
9140,treatment,0
9141,treatment,0
9143,control,0
9145,control,0
9146,control,0
9147,treatment,0
9148,treatment,0
9149,control,0
9149,control,0
9149,treatment,0
9149,treatment,0
9151,control,0
9153,treatment,1
9154,control,0
9155,treatment,0
9155,treatment,0
9156,treatment,0
9157,treatment,0
9157,control,0
9158,control,0
9158,control,0
9159,control,0
9160,treatment,0
9160,control,1
9162,treatment,0
9162,treatment,0
9163,control,1
9163,treatment,0
9164,treatment,0
9164,treatment,0
9165,control,0
9165,treatment,0
9166,treatment,0
9166,control,0
9168,control,0
9169,control,0
9169,treatment,0
9170,treatment,0
9171,control,0
9171,treatment,0
9171,treatment,0
9173,treatment,0
9173,control,0
9177,treatment,0
9178,treatment,0
9179,treatment,0
9179,control,0
9181,treatment,0
9182,treatment,0
9183,control,0
9184,control,0
9186,control,0
9187,treatment,0
9188,control,0
9188,treatment,0
9189,control,0
9190,treatment,0
9190,control,0
9190,treatment,0
9191,treatment,0
9191,control,0
9192,control,0
9193,control,0
9193,treatment,0
9193,control,0
9193,treatment,0
9194,treatment,1
9194,treatment,0
9195,treatment,0
9199,treatment,0
9199,treatment,0
9201,treatment,0
9202,treatment,0
9203,treatment,0
9205,control,0
9205,control,0
9207,treatment,0
9208,treatment,0
9210,treatment,0
9212,treatment,1
9212,treatment,0
9214,treatment,0
9214,treatment,0
9214,control,0
9216,treatment,0
9218,control,0
9218,control,0
9221,treatment,0
9221,treatment,0
9221,control,0
9222,control,0
9222,control,0
9223,treatment,0
9225,control,1
9225,control,0
9226,treatment,0
9226,treatment,0
9227,control,0
9227,treatment,0
9227,treatment,0
9228,treatment,0
9228,treatment,0
9228,control,0
9229,control,0
9229,control,0
9229,treatment,0
9230,control,0
9232,treatment,0
9232,control,0
9232,control,0
9234,treatment,0
9235,treatment,0
9236,treatment,0
9237,control,0
9239,treatment,1
9239,control,0
9240,treatment,0
9240,treatment,0
9240,control,0
9243,treatment,0
9243,control,0
9244,control,0
9244,treatment,0
9244,control,0
9245,control,0
9246,treatment,0
9246,control,0
9248,treatment,1
9248,control,0
9248,control,0
9249,control,0
9254,control,0
9254,control,0
9255,treatment,0
9255,treatment,0
9256,treatment,0
9256,control,0
9256,control,0
9257,treatment,0
9259,control,0
9259,treatment,0
9260,treatment,0
9260,control,0
9260,treatment,0
9261,treatment,0
9263,treatment,0
9263,treatment,0
9264,control,0
9264,treatment,0
9264,control,0
9266,control,0
9266,treatment,0
9267,control,0
9267,control,0
9268,treatment,0
9268,control,0
9269,control,0
9269,treatment,0
9271,treatment,0
9272,treatment,0
9273,treatment,0
9273,treatment,0
9273,control,0
9273,treatment,0
9273,treatment,0
9273,treatment,0
9274,treatment,0
9274,control,0
9275,control,0
9275,control,0
9276,control,0
9277,control,0
9277,treatment,0
9277,treatment,0
9278,control,0
9278,control,0
9278,treatment,0
9279,treatment,1
9279,control,0
9279,control,0
9279,control,0
9280,treatment,0
9281,control,0
9282,control,0
9282,treatment,0
9282,control,0
9282,control,0
9284,control,0
9286,treatment,0
9289,treatment,0
9290,control,0
9292,control,0
9292,treatment,0
9293,treatment,0
9294,treatment,0
9294,treatment,0
9295,treatment,1
9295,treatment,0
9295,control,0
9296,control,0
9299,treatment,0
9301,treatment,0
9301,control,1
9301,treatment,0
9302,control,0
9302,control,0
9302,control,0
9303,control,0
9304,treatment,0
9304,control,0
9304,treatment,0
9305,control,0
9306,control,0
9308,control,0
9308,treatment,0
9309,control,0
9309,treatment,0
9310,treatment,0
9310,treatment,0
9310,treatment,0
9311,treatment,0
9311,treatment,0
9312,treatment,0
9313,control,0
9313,treatment,0
9314,treatment,0
9315,treatment,0
9315,control,0
9315,control,0
9317,control,0
9317,control,0
9319,treatment,0
9320,treatment,0
9320,treatment,0
9320,treatment,0
9320,treatment,1
9320,treatment,0
9321,control,0
9323,control,0
9324,treatment,0
9324,control,0
9324,treatment,0
9324,control,0
9325,treatment,0
9326,treatment,0
9327,control,0
9327,treatment,0
9328,control,1
9329,control,0
9331,treatment,0
9334,treatment,0
9336,control,0
9336,control,0
9337,control,0
9338,treatment,0
9339,control,0
9341,treatment,0
9341,control,0
9341,treatment,0
9342,treatment,0
9342,control,0
9343,control,0
9346,treatment,0
9347,control,0
9347,treatment,0
9347,control,0
9347,treatment,0
9349,control,0
9349,control,0
9349,control,0
9349,control,0
9350,control,0
9350,control,0
9351,treatment,0
9353,treatment,0
9353,control,0
9353,treatment,0
9353,treatment,0
9354,control,0
9354,control,0
9355,treatment,0
9356,treatment,0
9356,control,0
9358,control,0
9360,treatment,0
9360,treatment,0
9362,control,0
9364,control,0
9365,treatment,0
9365,treatment,0
9367,control,0
9369,control,0
9370,treatment,0
9372,treatment,0
9373,control,0
9373,control,0
9374,treatment,1
9374,treatment,0
9379,treatment,0
9381,control,0
9381,treatment,0
9381,treatment,0
9382,treatment,1
9384,control,0
9384,treatment,0
9385,control,0
9385,treatment,0
9386,treatment,1
9386,control,0
9388,treatment,0
9388,treatment,0
9388,treatment,0
9389,control,0
9390,control,0
9390,treatment,0
9391,control,0
9393,treatment,0
9394,control,0
9394,control,0
9395,treatment,0
9395,treatment,0
9396,treatment,0
9396,treatment,0
9397,treatment,0
9398,treatment,1
9398,treatment,0
9399,treatment,0
9400,control,0
9400,treatment,0
9400,control,0
9401,treatment,0
9401,treatment,0
9401,control,0
9402,treatment,0
9403,control,0
9404,treatment,0
9404,control,0
9405,control,0
9405,control,0
9405,control,0
9406,control,0
9406,control,0
9407,control,0
9408,treatment,1
9408,control,0
9409,control,0
9411,control,0
9412,control,0
9412,treatment,1
9413,treatment,0
9413,control,1
9414,control,0
9416,control,1
9416,control,0
9418,control,0
9419,treatment,0
9421,control,0
9421,control,0
9422,treatment,0
9422,treatment,0
9423,treatment,0
9423,control,0
9425,control,0
9425,treatment,0
9425,treatment,0
9427,control,0
9429,treatment,0
9430,control,0
9430,treatment,0
9430,treatment,0
9431,control,0
9432,treatment,0
9432,treatment,0
9433,control,0
9436,treatment,0
9437,treatment,0
9437,control,0
9438,control,0
9439,control,0
9439,treatment,0
9440,treatment,0
9440,control,0
9440,control,0
9440,control,0
9441,treatment,0
9442,treatment,1
9443,treatment,1
9443,control,0
9448,treatment,0
9449,treatment,0
9449,control,0
9449,control,0
9450,control,0
9450,control,0
9452,treatment,1
9452,treatment,0
9455,control,0
9456,treatment,0
9456,control,0
9456,control,0
9457,treatment,0
9458,control,0
9458,treatment,0
9458,control,1
9459,control,0
9460,control,0
9460,control,0
9461,control,0
9462,control,0
9462,treatment,0
9463,treatment,0
9463,control,0
9463,control,0
9464,treatment,0
9465,treatment,0
9467,control,0
9467,control,0
9467,control,0
9468,control,0
9469,control,0
9469,treatment,0
9470,treatment,0
9472,control,0
9472,control,0
9473,treatment,0
9473,treatment,0
9475,treatment,0
9475,control,0
9476,control,0
9477,treatment,0
9477,treatment,0
9479,control,0
9480,treatment,0
9480,control,0
9481,control,0
9481,treatment,0
9481,control,0
9482,treatment,0
9482,control,0
9483,treatment,0
9484,control,0
9485,control,0
9487,control,0
9487,control,0
9487,treatment,0
9487,treatment,0
9487,treatment,0
9488,treatment,0
9488,treatment,1
9488,control,0
9489,treatment,0
9491,treatment,0
9492,treatment,1
9493,control,0
9494,control,0
9495,control,0
9497,control,0
9497,control,0
9498,control,0
9498,treatment,0
9498,control,0
9499,control,0
9500,control,0
9502,treatment,0
9503,control,0
9504,treatment,0
9505,treatment,0
9505,treatment,0
9506,control,0
9508,treatment,0
9508,control,0
9508,treatment,0
9508,control,0
9509,control,0
9510,treatment,0
9510,treatment,0
9510,treatment,0
9511,control,0
9512,treatment,0
9513,treatment,0
9514,treatment,0
9516,control,0
9516,treatment,0
9517,control,0
9518,treatment,0
9518,treatment,0
9518,control,0
9518,control,0
9519,control,0
9519,treatment,0
9519,control,0
9520,treatment,0
9520,control,0
9520,control,0
9521,control,0
9521,treatment,0
9521,control,0
9521,treatment,0
9522,control,0
9523,control,0
9524,treatment,0
9524,control,0
9524,control,1
9526,control,0
9526,treatment,0
9527,treatment,0
9527,treatment,0
9529,control,0
9529,treatment,0
9532,treatment,0
9533,control,0
9534,control,0
9535,control,0
9535,control,0
9536,treatment,0
9536,control,0
9539,treatment,0
9539,control,0
9539,control,0
9540,control,0
9541,treatment,0
9542,control,0
9542,control,0
9543,control,0
9543,control,0
9543,control,0
9544,control,0
9545,control,0
9546,treatment,0
9547,control,0
9547,treatment,0
9547,control,0
9549,control,0
9550,treatment,0
9551,control,0
9552,control,0
9553,treatment,0
9553,control,0
9555,treatment,0
9555,control,0
9555,control,0
9556,control,0
9557,control,0
9557,control,0
9558,control,0
9558,treatment,0
9559,treatment,0
9559,control,0
9559,treatment,0
9560,treatment,0
9560,treatment,0
9561,control,0
9562,control,0
9562,control,0
9563,treatment,0
9566,control,0
9567,treatment,0
9567,control,0
9567,control,0
9568,treatment,1
9569,control,1
9569,control,0
9570,control,0
9571,control,0
9572,control,0
9572,treatment,0
9573,control,0
9574,treatment,0
9576,treatment,0
9576,treatment,0
9579,treatment,0
9579,treatment,0
9581,treatment,0
9581,treatment,0
9583,treatment,1
9584,control,0
9585,treatment,0
9585,treatment,0
9586,control,0
9586,treatment,0
9587,control,1
9588,control,0
9588,treatment,0
9588,treatment,0
9589,control,0
9590,control,0
9590,control,0
9590,treatment,1
9592,treatment,0
9593,control,0
9593,control,0
9593,control,0
9593,treatment,1
9594,treatment,0
9594,treatment,0
9594,control,0
9595,treatment,0
9595,control,0
9595,treatment,0
9598,treatment,0
9598,treatment,0
9599,control,0
9600,control,0
9600,treatment,0
9600,control,0
9601,treatment,1
9602,control,0
9602,treatment,0
9603,control,0
9604,control,0
9605,treatment,1
9606,control,0
9606,control,0
9606,control,0
